,0
866,neutral: 0.5377471446990967
867,admiration: 0.45130693912506104
868,anger: 0.3830505609512329
869,
870,b'Wow ':
871,admiration: 0.9113010168075562
872,surprise: 0.4211423099040985
873,joy: 0.4210072457790375
874,
875,b' US FDA Awesome to see new means of testing for concussion but questions remain about uch l1 and g':
876,admiration: 0.894017219543457
877,excitement: 0.36306998133659363
878,optimism: 0.3616817593574524
879,
880,b'Yowza':
881,anger: 0.9019418954849243
882,neutral: 0.5115661025047302
883,annoyance: 0.4060229957103729
884,
885,b'Great stuff that effectively proves what the research has been pointing to for a while now Trying t':
886,admiration: 0.8584426641464233
887,curiosity: 0.3764602541923523
888,surprise: 0.3641551733016968
889,
890,b'I wont be holding my breath ':
891,love: 0.4739163815975189
892,neutral: 0.4663067162036896
893,approval: 0.3670392334461212
894,
895,b'gen idealist sa l k habercilerinin dikkatine sunar m akguleser1 ve fesraoz':
896,neutral: 0.5075942277908325
897,approval: 0.38052302598953247
898,annoyance: 0.3643147051334381
899,
900,b' ATCanonymous':
901,neutral: 0.8960286974906921
902,anger: 0.44081810116767883
903,desire: 0.3870091438293457
904,
905,b'NOT a test for concussion not for kids under 18 Please read statement from NATA':
906,neutral: 0.5371202230453491
907,disapproval: 0.4022127091884613
908,curiosity: 0.3898254334926605
909,
910,b' chelsmtoney Thank you ':
911,gratitude: 0.9957432150840759
912,excitement: 0.36950773000717163
913,desire: 0.3578144609928131
914,
915,b'Never said it was a TEST for concussions Apologize if it came across that way was just stating the headl':
916,neutral: 0.5376420021057129
917,annoyance: 0.36042189598083496
918,approval: 0.3590821325778961
919,
920,b'Now add Severe Very Severe ME to the trials Sweden shows abnl proteins in CSF of these pts and this disease m':
921,neutral: 0.5122601389884949
922,annoyance: 0.36413484811782837
923,nervousness: 0.35732850432395935
924,
925,b'Awesome work ':
926,admiration: 0.9995854496955872
927,anger: 0.39431774616241455
928,amusement: 0.37946459650993347
929,
930,b'Will this approach be eventually implemented to diagnose or will PD remain to be clinicallt diagnosed ':
931,neutral: 0.4292660057544708
932,curiosity: 0.3844206631183624
933,approval: 0.3821083605289459
934,
935,b' Bleeding4Kansas EurekAlert ksleg CJOnlin':
936,neutral: 0.7608819603919983
937,sadness: 0.35697832703590393
938,excitement: 0.3554011881351471
939,
940,b' MikeLoBurgio EurekAlert Tell this to the premier of South Australia he needs educating on this issue ':
941,neutral: 0.49790826439857483
942,curiosity: 0.37100353837013245
943,approval: 0.3580670952796936
944,
945,b'Nice ':
946,admiration: 0.9990642666816711
947,embarrassment: 0.3780342936515808
948,gratitude: 0.3746163249015808
949,
950,b'It seems like common sense to be honest ':
951,neutral: 0.5522478222846985
952,disapproval: 0.37263205647468567
953,curiosity: 0.36585620045661926
954,
955,b'Yes Unfortunately some people wont believe the benefits unless its prescribed to them by someon':
956,neutral: 0.5167568922042847
957,annoyance: 0.3681131601333618
958,approval: 0.3661053478717804
959,
960,b'But you will likely do it on your own since most doctors are being paid to profit from other drugs ':
961,neutral: 0.5134174227714539
962,curiosity: 0.4095102548599243
963,anger: 0.39066341519355774
964,
965,b'For senoirs also with depression apetite loss not sleeping well helps enjoy music movies more e':
966,joy: 0.8313625454902649
967,disapproval: 0.38007259368896484
968,admiration: 0.37517988681793213
969,
970,b' ukhomeoffice PaulFlynnMP They and all the governments since 1971 have done a very good job of ignoring the evidence ':
971,admiration: 0.6870926022529602
972,surprise: 0.3573777675628662
973,confusion: 0.3534865975379944
974,
975,b' ukhomeoffice PaulFlynnMP Agreed Misuse of Drugs Act 1971 has barely if at all been revised in 50y':
976,curiosity: 0.43469345569610596
977,neutral: 0.40459683537483215
978,anger: 0.40449249744415283
979,
980,b' ukhomeoffice PaulFlynnMP Unless you work in the home office then you can ease licences through fo':
981,neutral: 0.4366663992404938
982,curiosity: 0.3726167678833008
983,approval: 0.36131030321121216
984,
985,b' ukhomeoffice PaulFlynnMP And all the while scientific researchers like Prof David Nutt have had t':
986,neutral: 0.4389035999774933
987,curiosity: 0.382224440574646
988,love: 0.3697625994682312
989,
990,b'That is just the tip of the iceberg The Hempire Strikes Back Cannabis prohibition is the crime':
991,neutral: 0.4089372456073761
992,amusement: 0.3657810389995575
993,annoyance: 0.36463817954063416
994,
995,b' DizzyLizzy2906 ukhomeoffice PaulFlynnMP Limbic capitalism sugar tobacco etc This is one of m':
996,admiration: 0.44297903776168823
997,neutral: 0.41274312138557434
998,nervousness: 0.3616456389427185
999,
1000,b' BarnsGreg I dont think that is a fair criticism We often see BarnsGreg stand up and advocate for pa':
1001,neutral: 0.5097256302833557
1002,approval: 0.3716687262058258
1003,disapproval: 0.3660809397697449
1004,
1005,b' PlayersNetwork you have every right to be against alcohol amp marijuana amp profanity your apparentl':
1006,neutral: 0.47340264916419983
1007,curiosity: 0.3998102843761444
1008,approval: 0.372314989566803
1009,
1010,b'Hello Jeff Sessions':
1011,neutral: 0.6999335289001465
1012,admiration: 0.3593756854534149
1013,nervousness: 0.35884422063827515
1014,
1015,b'Yes We are survivors of NJ heroin epidemic suffering in amp Out of institutions amp jails for 11 yrs':
1016,neutral: 0.38174349069595337
1017,curiosity: 0.3789125978946686
1018,annoyance: 0.36715590953826904
1019,
1020,b' ScienceDaily Great article Amazing stats LegalizeIt flowerpower ':
1021,admiration: 0.9992555975914001
1022,nervousness: 0.3896266222000122
1023,embarrassment: 0.3864561915397644
1024,
1025,b'Education and legalization will help on this critical front cannabis PainManagement CherylShuman':
1026,curiosity: 0.36737459897994995
1027,caring: 0.36252260208129883
1028,joy: 0.35656657814979553
1029,
1030,b' noshitsherlock':
1031,neutral: 0.6005702614784241
1032,approval: 0.37367188930511475
1033,love: 0.37210339307785034
1034,
1035,b' alcoholawareness Big Alcohol exposed Worldwide The deadliest and most abused drug and killer and destroye':
1036,neutral: 0.567227840423584
1037,joy: 0.3874141573905945
1038,approval: 0.36348801851272583
1039,
1040,b'Thank you magtell for sharing':
1041,gratitude: 0.9948910474777222
1042,pride: 0.348366379737854
1043,surprise: 0.3465166985988617
1044,
1045,b' QUT SciReports just wondering could this be used to help school students who have alcohol foe':
1046,neutral: 0.46384114027023315
1047,curiosity: 0.4040846526622772
1048,nervousness: 0.3631330132484436
1049,
1050,b' when the extended dosing regimens were applied with risk reduction for PML as high as 94 percent ':
1051,neutral: 0.5097169876098633
1052,joy: 0.3651784360408783
1053,annoyance: 0.359117716550827
1054,
1055,b'Interesting I always thought the lignans and phytochemicals in flax and soy were responsible for thei':
1056,neutral: 0.451639324426651
1057,surprise: 0.36156585812568665
1058,approval: 0.35840052366256714
1059,
1060,b' JefferyNutr yes one example of the limitation of nutritionism':
1061,neutral: 0.5294831991195679
1062,disapproval: 0.3634680211544037
1063,admiration: 0.3549971282482147
1064,
1065,b'Mouse study ':
1066,neutral: 0.6657500863075256
1067,admiration: 0.4906378388404846
1068,sadness: 0.36262592673301697
1069,
1070,b'Yes interesting nonetheless ':
1071,admiration: 0.5521076917648315
1072,joy: 0.4051993787288666
1073,approval: 0.40218934416770935
1074,
1075,b' DiscoStew66 Gearoidmuar Time for fish bread ':
1076,neutral: 0.5022232532501221
1077,embarrassment: 0.37042805552482605
1078,nervousness: 0.3646203875541687
1079,
1080,b'What a surprise ':
1081,curiosity: 0.5546717643737793
1082,admiration: 0.43030762672424316
1083,joy: 0.4111461341381073
1084,
1085,b'When I was a young lad in NZ the only thing I remember about flax linseed oil was that it was used on timber':
1086,neutral: 0.4251047968864441
1087,embarrassment: 0.35855960845947266
1088,realization: 0.35828033089637756
1089,
1090,b'Good to know Keep up the great work ':
1091,admiration: 0.9961219429969788
1092,joy: 0.3887805938720703
1093,optimism: 0.36291852593421936
1094,
1095,b'I use it before sleep and it really seems to helps with joint pain and nervous tension':
1096,neutral: 0.4062763750553131
1097,approval: 0.378803014755249
1098,disapproval: 0.3632466495037079
1099,
1100,b'Forgot all about that ':
1101,neutral: 0.6038405299186707
1102,anger: 0.38053223490715027
1103,curiosity: 0.37580350041389465
1104,
1105,b'Interesting timing I just bought 2 bottles of this over the weekend ':
1106,anger: 0.40587037801742554
1107,curiosity: 0.36943143606185913
1108,desire: 0.3625604510307312
1109,
1110,b' audibme vader7x':
1111,neutral: 0.6247331500053406
1112,caring: 0.407804399728775
1113,relief: 0.3901722729206085
1114,
1115,b'This will end up being one of the most powerful treatments for auto immune we have NIH has more in vi':
1116,neutral: 0.40224531292915344
1117,approval: 0.37415218353271484
1118,embarrassment: 0.35953187942504883
1119,
1120,b'Find out more about the benefits of curcumin here':
1121,neutral: 0.5130645632743835
1122,approval: 0.3623169958591461
1123,annoyance: 0.35934510827064514
1124,
1125,b'Find out more about the benefits of curcumin here':
1126,neutral: 0.5130645632743835
1127,approval: 0.3623169958591461
1128,annoyance: 0.35934510827064514
1129,
1130,b'More DrinkZyn too please ':
1131,optimism: 0.40787971019744873
1132,amusement: 0.39661750197410583
1133,sadness: 0.374441534280777
1134,
1135,b'And mixed with black pepper the yellow turmeric root forms the perfect synergy ':
1136,neutral: 0.507976770401001
1137,admiration: 0.4201827049255371
1138,approval: 0.35912764072418213
1139,
1140,b' JAmCollSurg it must be the present no the future very useful tool for ambulatory surgery units e':
1141,neutral: 0.493747740983963
1142,joy: 0.36846357583999634
1143,sadness: 0.35496342182159424
1144,
1145,b'I have a block artery even though I have been a vegan for 8 years Can I do this excercise routine ':
1146,curiosity: 0.3779720067977905
1147,approval: 0.37426453828811646
1148,confusion: 0.37150079011917114
1149,
1150,b' BrownUniversit':
1151,neutral: 0.7989739179611206
1152,joy: 0.407278835773468
1153,excitement: 0.3805473744869232
1154,
1155,b'Intriguing I am not sure how a facelift can modulate migraine pathophysiology Please tell us more about the study design ':
1156,confusion: 0.4021705985069275
1157,neutral: 0.3942788541316986
1158,disapproval: 0.3932182490825653
1159,
1160,b'We in Northern Europe are truly fucked without meds then DAMN YOU JUPITER YOU COULD HAVE BEEN O':
1161,curiosity: 0.44233718514442444
1162,neutral: 0.41317304968833923
1163,anger: 0.40171173214912415
1164,
1165,b'Thanks for sharing Jose Antonio In 22 September 2012 was published this interesting double blind':
1166,gratitude: 0.9946020841598511
1167,surprise: 0.35887184739112854
1168,embarrassment: 0.35229188203811646
1169,
1170,b'Interesting though the subjects had vit D levels 20 ng mL ':
1171,neutral: 0.3953959047794342
1172,annoyance: 0.3611002266407013
1173,disappointment: 0.35913151502609253
1174,
1175,b'4000 IU as the upper safe limit when the target VitD concentration requires 2x that for 95 confid':
1176,neutral: 0.45496493577957153
1177,curiosity: 0.37987247109413147
1178,embarrassment: 0.35885900259017944
1179,
1180,b'Its a cautionary tale Ive seen levels as low as 5 ng mL in African American patients Skin pigment natural sunscreen':
1181,neutral: 0.4967232048511505
1182,admiration: 0.3987444043159485
1183,approval: 0.3671116232872009
1184,
1185,b'8000IU ':
1186,neutral: 0.579491913318634
1187,remorse: 0.4224085509777069
1188,admiration: 0.42094630002975464
1189,
1190,b' ChronicRights':
1191,anger: 0.7630411982536316
1192,neutral: 0.6696637272834778
1193,love: 0.40297994017601013
1194,
1195,b'Children who eat fish at least once a week sleep better and have IQ scores that are 4 points higher than those who':
1196,neutral: 0.413875937461853
1197,curiosity: 0.38090983033180237
1198,anger: 0.38041889667510986
1199,
1200,b'Does this apply to Swedish fish ':
1201,neutral: 0.5478587746620178
1202,curiosity: 0.5161728262901306
1203,anger: 0.4103374183177948
1204,
1205,b' foundmyfitness win ':
1206,admiration: 0.5407582521438599
1207,neutral: 0.4711568355560303
1208,approval: 0.3752100169658661
1209,
1210,b'Dunno if its the same but I grew up really poor and we ate a lot of fish sticks ':
1211,approval: 0.3857390880584717
1212,neutral: 0.3660070598125458
1213,curiosity: 0.3651343286037445
1214,
1215,b' foundmyfitness':
1216,neutral: 0.5924807786941528
1217,admiration: 0.41593462228775024
1218,curiosity: 0.4007071852684021
1219,
1220,b'Is it really the fish Or the social and economic background of the children who eat it ':
1221,neutral: 0.482776015996933
1222,curiosity: 0.4158778488636017
1223,confusion: 0.36366796493530273
1224,
1225,b'i wish i liked any seafood ':
1226,desire: 0.9998224377632141
1227,love: 0.5253201723098755
1228,sadness: 0.3902007043361664
1229,
1230,b'Is there a good supplement replacement for those who dont eat fish ':
1231,admiration: 0.5212560296058655
1232,curiosity: 0.4081827700138092
1233,confusion: 0.36794954538345337
1234,
1235,b' foundmyfitness No':
1236,neutral: 0.7058030962944031
1237,disapproval: 0.4039258658885956
1238,anger: 0.38434261083602905
1239,
1240,b' adiz0r could well be that the causation runs from higher IQ and better sleep to regular fish eating':
1241,neutral: 0.4823976755142212
1242,approval: 0.3596993088722229
1243,embarrassment: 0.3570135533809662
1244,
1245,b' foundmyfitness adiz0r Fatty acids are important for brain development ':
1246,neutral: 0.49255385994911194
1247,curiosity: 0.37527936697006226
1248,admiration: 0.3693183958530426
1249,
1250,b' foundmyfitness Yes Omega 3 supplements are a good alternative ':
